id,fiscalyear,Climate change,Climate adaptation,Climate mitigation,text,pred,pred_a,pred_m
P171751,2021,0.28,0.08,0.2,"Uzbekistan: Supporting a Transparent and Inclusive Market Transition (i) Improving the efficiency, sustainability, and transparency of resource allocation in the economy; and (ii) Enhancing economic inclusion and social resilience. The development objectives of the Supporting a Transparent and Inclusive Market Transition Development Policy Operation in Uzbekistan are to: (i) improve the efficiency, sustainability, and transparency of resource allocation in the economy; and (ii) enhance economic inclusion and social resilience. The strategy has five pillars: (i) enhancing state and public institutions; (ii) securing the rule of law and reforming the judicial system; (iii) promoting economic development; (iv) fostering social development; and (v) ensuring personal and public security through inter-ethnic and religious tolerance and constructive foreign policy. In early 2019, the Government (with support through the second DPO engagement) adopted a further 2019 - 2021 “Reform Roadmap” to provide further clarity about its reform priorities. It contains five focus areas: (i) maintaining macroeconomic stability; (ii) accelerating the market transition; (iii) strengthening social protection and citizen services; (iv) transforming the Government’s role in the market economy; and (v) preserving environmental sustainability.",0.28453842,0.084208325,0.19743437
P170185,2020,0.01,0.0,0.0,"Serbia Accelerating Innovation and Growth Entrepreneurship The project’s development objective is to improve (i) the relevance and excellence of scientific research, and (ii) innovative entrepreneurship and access to finance for enterprise growth, as a way of contributing to Serbia’s growth and competitiveness.    Relevance of research refers to the potential of research results to be commercialized on the market, thus contributing to the economy, while excellence refers to international recognition of the quality of the research. The objective of the Accelerating Innovation and Growth Entrepreneurship Project for Serbia is to improve (i) the relevance and excellence of scientific research; and (ii) innovative entrepreneurship and access to finance for enterprise growth, as a way of contributing to Serbia’s growth and competitiveness. The project has three components. (1) Research sector reforms component has three subcomponents. Serbia Science Fund subcomponent will: (a) Finance selected competitive programs of the Science Fund, such as basic science grants, applied research grants with incentives for promoting linkages between the private sector and R&D community, incentives for enhancing collaboration with EU; (b) Provide technical assistance (TA) for the operationalization of the Science Fund, including governance, organizational structure, monitoring and evaluation (M&E) and other key institutional elements. In addition, the TA will support designing the Science Fund programs based on international best practices; and (c) Support the design of a SF program focused on skills of researchers to access international financing and collaboration opportunities. RDI Reforms subcomponent will support the design and implementation of institutional transformation plans for selected RDIs. It will include reforms of at least fourpublic R&D Institutes (RDIs) by providing incentives for undertaking institutional reforms on a voluntary (optin) basis. Serbian Diaspora Facility subcomponent will support establishment of a Serbian Diaspora Facility (SDF) within the Science Fund to finance technical assistance and provision of grants to scientists, researchers, entrepreneurs and Serbian diaspora to transfer knowledge and skills from the diaspora community back to the country. (2) Enterprise acceleration component will build on existing programs of the Innovation Fund IF. (3) Project implementation, monitoring, capacity building component will finance activities related to project implementation and monitoring, including the operations of a Project Implementation Unit (PIU), established at the MoESTD and part of the operating costs of the Central Fiduciary Unit (CFU), already established at the MOF. This will include operational and fiduciary (procurement, environmental and social safeguards), M&E, project audits, studies, policy/program design and capacity building support to the MoESTD, Science Fund, Innovation Fund and selected RDIs. The CFU will be in-charge of fiduciary responsibilities for the project, while the PIU will be responsible for all other project implementation related aspects.",0.005470557,0.0027972115,-0.008865918
P121414,2012,0.0,0.0,0.0,"Sichuan Wudu Irrigated Agriculture Development Project The objectives of the Project are to: (a) increase the command area for irrigation in the project area; (b) increase bulk water supply capacity for small rural communities and industries in the project area; (c) introduce community-based participatory approach in the management of water facilities and infrastructure in the demonstration areas. The objectives of the Sichuan Wudu Irrigated Agriculture Development Project for China are to: (a) increase the coverage of irrigation services in the project area in order to increase agricultural production; (b) provide water supply, in bulk, to small rural communities and industries; and (c) introduce a community-based participatory approach in the management of water facilities and infrastructure and increase of production capacity of higher-value agro-products to ensure the sustainable development of agriculture. Project has 3 components. Component 1: construction of main irrigation system. Component 2: development of community-based on-farm works in demonstration areas. Component 3: institutional capacity building and project management support.",0.0054729115,0.00048864906,-0.007647303
P166539,2020,0.0,0.0,0.0,"Ghana Economic Transformation Project The Project Development Objective is to promote private investments and firm growth in non-resource based sectors. The objective of the Ghana Economic Transformation Project is to promote private investments and firm growth in non-resource-based sectors. This project has four components. Component (1) - Enabling investments, will focus on improving the enabling business environment, investment attraction capacity and the quality infrastructure support system for companies that want to invest and grow their businesses in Ghana. Component (2) - Crowding-in investments: Promoting spatial and industrial planning and development, will focus on enhancing the Government’s programs in investment promotion and spatial development (including Special Economic Zones), thereby addressing the constraint to access quality industrial land in the country. Component (3) - Accelerating Entrepreneurship and MSME growth, will support entrepreneurship and MSME growth in non-resource-based sectors, addressing specifically the limited development of the MSME and entrepreneurship support ecosystem, including early stage financing. Component (4) – Project Management and Evaluation, will finance project management activities including fiduciary responsibilities, procurement, communication and dissemination, as well as monitoring and evaluation of project implementation and its impact. This will include capacity building for the Project Coordinating Unit (PCU), the Economic Transformation Unit and the Resource Mobilization and Economic Relations Division (RMERD) within the Ministry of Finance (MOF).",0.003897562,0.0006817459,0.0020308096
P129742,2013,0.0,0.0,0.0,"WBG - PRDP Support V The objective is to continue supporting the Palestinian Reform and Development Program of fiscal strengthening and Public Financial Management. The Fifth Palestinian Reform and Development Plan Project (DPG V) is a standalone operation aimed at supporting the Palestinian Authority (PA) in implementing some of the reform priorities under its National Development Plan (NDP) as well as some recently emerged reform priorities. DPG V will support the reforms designed under the NDP in two broad areas: (a) strengthening the PA's fiscal position; and (b) laying the institutional foundations for improved governance and transparency in the public sector. The operation supports efforts seen as crucial by the PA to overcoming the urgent fiscal issues, reducing the PA's reliance on foreign assistance for recurrent expenditures while increasing the efficiency of government expenditure programs. In addition, the operation supports improving governance and transparency in the areas that are important for better management of public finances. DPG V, as envisaged in the 2012-2014 interim strategy note, remains a key instrument aimed at supporting the PA's strategic priorities, advancing the policy dialogue, and also providing essential financing for the PA's budget.",0.0069043264,0.003754831,0.007884948
P143774,2014,0.0,0.0,0.0,Cambodia PFM Modernization Project The project development objective is to enhance public financial management by strengthening: (a) revenue mobilization and (b) budget execution processes through the implementation of the Financial Management Information System (FMIS). Progress against the principal objective will be measured by the contribution made to the PFMRP’s Key Performance Indicators and Targets set forth under the Stage Two of the PFMRP. The Public Financial Management Modernization Project of Cambodia has an objective is to enhance public financial management by strengthening: (a) revenue mobilization and (b) budget execution processes through the implementation of Financial Management Information System (FMIS). Progress against the principal objective will be measured by the contribution made to the PFMRPs Key Performance Indictors and Targets set forth under the Stage Two of the PFMRP.  The project will take a focused approach to support the Cambodian governments PFMRP. It will cover two components including (1) the finalization of a revenue mobilization strategy and monitoring of its implementation and (2) improving budget execution processes through the acquisition and implementation of the FMIS.,0.004116784,0.0045267474,-0.0054430226
P128050,2012,0.0,0.0,0.0,"East-West Roads Project (Almaty-Korgos Section): Western Europe - Western China International Transit Corridor (CAREC - 1b) The project development objective (PDO) is to increase transport efficiency and modernize highway management along the Selected Road Sections of the Western Europe – Western China Road Corridor and the Center-South Corridor. The development objectives of the East West Roads Project for Kazakhstan are to increase transport efficiency along the section of the Western Europe-Western China road corridor within Almaty Oblast and to modernize highway management on sections of the Western Europe- Western China road corridor. There are two components to the project. The first component of the project is to upgrade and construction of the road section within Almaty Oblast. This component will finance: civil works to support the upgrade and construction of the Almaty- Khorgos road section of the Western Europe-Western China road corridor within Almaty Oblast, including associated bypasses, bridges, interchanges, and ancillary facilities; and the provision of consulting services for management and supervision of civil works under the project. The second component of the project is modernizing highway management along the Western Europe-Western China road corridor. This component will finance related consultants services for the sub- components that will complement each other in assisting the reform.",-0.0038577344,-0.0023999582,0.003908123
P113349,2011,0.0,0.0,0.0,"Health System Improvement Project The revised PDO is to (a) improve access to quality health care at the primary level and at Rayon Medical Unions; and selectedCityMedical Unions (CMUs); and (b) strengthen the Government's public health response to the rise in non-communicable diseases(NCDs). The overall development objectives of the Health System Improvement Project are to improve access to quality health care at the primary level and at Rayon Medial Unions (RMUs); and strengthen the Government's public health response to the rise in Non-Communicable Diseases (NCDs). There are four components to the project. The first component of the project is improving health service delivery. This component consists of three sub-components as: 1) hospital services improvement; 2) primary health care development; and 3) clinical quality enhancement. The second component of the project is strengthening health financing and management reforms. This component aims at consolidating and institutionalizing per capita based primary health care financing and management reforms; and strengthening the role of Ministry of Health (MOH) in health financing policy formulation and monitoring and local capacity building. The third component of the project is institutional strengthening for NCD prevention and control. This component aims to strengthen the capacity of Uzbekistan's public health institutions in effective prevention and control of non communicable diseases. This component consists of three sub-components as: health promotion and NCD prevention, and strengthening health surveillance systems. The fourth component of the project is project management. This component will strengthen the capacity of MOH.",-0.0058045406,0.002097981,-0.006060849
P144531,2015,0.89,0.0,0.89,"Climate Smart Staple Crop Production The project’s Development Objective (PDO) and its Global Environmental Objective (GEO) is to demonstrate climate smart and sustainable staple crop production in Huaiyuan County of Anhui Province and Yexian County of Henan Province. The development and global environmental objective of the Climate Smart Staple Crop Production Project for China is to demonstrate climate smart and sustainable staple crop production in Huaiyuan County of Anhui province and Yexian County of Henan province. The project comprises of three components. The first component, climate smart agriculture (CSA) demonstration will support: (a) demonstration of greenhouse gas (GHG) emission reduction and efficient irrigation techniques; (b) demonstration of carbon sequestration techniques; (c) new production technique pilots; (d) technical support for CSA demonstration; and (e) monitoring and evaluation (M and E). The second component, policy development and knowledge management will support: (a) development of national CSA policies, strategy, and guidelines; (b) provincial and national level dissemination of project knowledge; and (c) promotion of international CSA cooperation. The third component, project management will support project implementing agencies to manage, supervise, and monitor project implementation.",0.9281609,0.053099785,0.9040805
P178642,2023,0.86,0.01,0.85,"Forest and Savanna Restoration Investment Program To improve forested landscape management and enhance community livelihoods in selected project areas. The development objective of the Forest and Savanna Restoration Investment Program Project for Congo, Democratic Republic of is to improve forested landscape management and enhance community livelihoods in selected project areas. The project comprises of five components. The first component, improved land use planning and governance for natural resource management in selected project areas aims to support the seven targeted provinces in developing comprehensive land use plans at all administrative levels with a focus on sustainable development and safeguarding forest ecosystems. It consists of following sub-components: (i) support to land use planning in targeted provinces; (ii) support to land use planning and tenure at the village level; and (iii) capacity building for improved environmental and social risk management. The second component, development of agroforestry and forest value chains for sustainable landscape management and improved livelihoods will facilitate various landscape investments by smallholder farmer communities and the private sector, thereby reducing the pressure on fragile ecosystems of the forest-savanna mosaic areas targeted under the project. It consists of following sub-components: (i) agroforestry and reforestation value chains development in degraded savanna areas; (ii) landscape restoration and protection; (iii) support to sustainable value chains and alternative livelihoods in forested areas, including through community forestry; and (iv) road rehabilitation for enhanced market access. The third component, development of sustainable value chain for energy and efficient cooking will provide training to charcoal producers to improve their product’s quality and reduce wood consumption. It consists of following sub-components: (i) capacity building for transition to more efficient charcoal production; and (ii) support for transition to more efficient energy and cleaner cooking solutions. The fourth component, enhanced and innovative approaches to measurement, reporting and verification (MRV) and result-based climate financing will support the development of comprehensive national frameworks for engaging in innovative results-based climate finance (RBCF) and carbon finance opportunities. It consists of following sub-components: (i) support for MRV of forest data and climate results; and (ii) support for accessing RBCF, carbon finance, and other mechanisms for sustainable financing. The fifth component, project implementation and monitoring and evaluation will ensure the effective management of project activities that are aligned with the project’s objectives and fiduciary procedures for achieving desired outcomes.",0.8703335,0.016820379,0.85775864
P503776,2024,0.23,0.15,0.08,"Advancing Resilience and Inclusive Health Systems for Everyone (ARISE - KENEYA YIRIWALI) in Mali To improve accessibility and utilization of quality essential reproductive, maternal, neonatal, child, adolescent health and nutrition services as well as to strengthen preparedness for health emergencies in targeted areas. The development objective of Advancing Resilience and Inclusive Health Systems for Everyone in Mali Project is to improve accessibility and utilization of quality essential reproductive, maternal, neonatal, child, adolescent health and nutrition services as well as to strengthen preparedness for health emergencies in targeted areas. This project has five components. 1) The first component, Improve the supply and availability of quality health services for the population, has the following sub-components: (i) Climate adaptive horizontal and vertical expansion of PBF; (ii) Support to PBF implementation and institutionalization; and (iii) Enhancing Healthcare Quality and Regulation. 2) The second component, Facilitate access to healthcare and nutrition services by removing barriers and supporting community services, has the following sub-components: (i) Support for Community Health and Nutrition; and (ii) Support for School Health and Adolescent Health. 3) The third component, Strengthening Health Systems for UHC, has the following sub-components: (i) Support to Health Financial Management Reforms; (ii) Support to Health Financing Reforms; (iii) Strengthening the Health Management Information System; and (iv) Optimizing Surveillance, Preparedness and Response to Epidemics and Climate Sensitive Diseases. 4) The fourth component, Project Coordination, Management and Monitoring, aims to ensure an effective and efficient technical and fiduciary management and implementation of the project. 5) The fifth component, Contingent Emergency Response Component, aims to allow for rapid reallocation of IDA grant uncommitted funds in the event of an eligible emergency.",0.23099117,0.15193085,0.067836076
P128201,2013,0.0,0.0,0.0,"BT:  DPC 2 This DPC2 supports:  (i) promoting government efficiency and effectiveness through sound fiscal and public financial management and procurement, and strong public administration; (ii) fostering private sector development by improving the policy environment and facilitating productive employment opportunities; and (iii) expanding access to infrastructure in a sustainable manner. The development objectives of the Second Development Policy Credit Program (DPC2) for Bhutan are: (i) promoting government efficiency and effectiveness through sound fiscal and public financial management and procurement, and a strong public administration; (ii) fostering private sector development by improving the policy environment and facilitating productive employment opportunities; and (iii) expanding access to infrastructure in a sustainable manner. The DPC2 reinforces reform areas supported by the First Development Policy Credit (DPC1) and builds the earlier policy-based operations. The DPC2 is aligned with World Bank's strategic directions set out in the Country Partnership Strategy (CPS, FY11-14). The main risks are: (a) aggregate demand pressures could linger resulting in persistent rupee shortage. Mitigating factors include: recent monetary and fiscal tightening; a calibration of capital spending by the Royal Government of Bhutan, or RGoB based on foreign grants or loans; and commitment at high levels of the RGoB (in close coordination between Ministry of Finance, the Royal Monetary Authority, in consultation with the World Bank) to targets as evidenced by quarterly review of macroeconomic performance. The expansion of the existing line of credit with the Government of India as well as the currency swap arrangement should help ease pressures on the rupee; (b) capacity constraints due to the small scale of government, mitigated by the RGoB's ongoing capacity building efforts (in many areas supported by development partners); and (c) political risk of changing government priorities, mitigated by the RGoB's wide consultations on the development agenda and its commitment to sustaining reforms.",0.0076836636,0.011892124,0.0028886832
P113350,2013,0.0,0.0,0.0,"Sector Support for Education Reform Project The Project Development Objective is to create conditions for improved learning outcomes in basic education. The objective of the Sector Support for Education Reform Project for Kyrgyz Republic is to create conditions for improved learning outcomes in basic education. There are three components of the project, the first being enhanced learning. This component has following four sub-components: (1) improving pedagogical practices to finance the design and implementation of an in-service training program for about ten thousand primary school teachers to improve teaching-learning practices in support of the newly revised curriculum. It will also finance a training program designed to enhance the capacities of approximately one thousand five hundred Deputy Directors, district level methodologists and inspectors to support primary level teachers to teach the new curriculum; (2) resources for learning to finance the design, printing and distribution of approximately three million textbooks, teacher guides and student workbooks for primary and lower secondary schools, and a package of essential teaching-learning materials for primary schools; (3) supporting ongoing revision of curriculum for grades five-nine focusing on the piloting and finalization of subject standards and program content; and (4) assessment of learning to finance a sample-based survey of student learning achievements at grade four, and assessments of teaching-learning practices at the primary level. The second component being improved management and accountability of school resources. This component has following two sub-components: (1) improving financial management for financing the design and operationalization of a monitoring system for school budgets and expenditures, training and technical assistance to key players at the local and central level; and (2) strengthening school leadership and management to finance training of school directors and accountants. The last component is communications and implementation support. This component has following two sub-components: (1) communications and outreach activities to finance activities to engage and inform stakeholders about the changes in the education sector; and (2) implementation support to finance project operating costs, including inter-alia translation, interpretation, equipment, supervision costs, salaries of the staff in the project coordinating unit, and incremental operating costs at the Ministry of Education and Science.",0.0044974275,0.0023356294,-0.0009345971
P144185,2015,0.0,0.0,0.0,"MA-Second Skills and Employment DPL  The Program Development Objectives of this&nbsp;second&nbsp;operation of&nbsp;a programmatic DPL series are to:&nbsp;<span style='font-size:14px'><span style='font-family:times new roman,times,serif'>&nbsp;&nbsp;(a) improve the efficiency and relevance to labor market needs of skills development programs; (b) improve the effectiveness of intermediation services; (c) promote the formalization of micro-enterprises; and (d) strengthen the labor market information system. </span></span> 
 The second Skills and Employment Development Policy Loan (SEDPL) of Morocco development objective and the four pillars of the programmatic DPL series have been slightly revised to better reflect the actual reforms supported by this operation. The SEDPL2 development objective is to improve the efficiency and relevance to labor market needs of skills development Programs; improve the effectiveness of intermediation services; promote the formalization of micro-enterprises; and strengthen the labor market information system.",0.0021330914,0.0036076093,0.005207454
P176982,2023,0.87,0.79,0.08,"Brazil: Espirito Santo Water Security Management Project (i) to strengthen the Borrower’s capacity to manage water security risks  in a changing climate; (ii) to reduce those risks in selected areas of the Borrower’s territory; and (iii) in case of an Eligible Crisis or Emergency, respond promptly and effectively to it. The development objective of the Espírito Santo Water Security Management Project for Brazil is to: (i) to strengthen the Borrower’s capacity to manage water security risks in a changing climate; (ii) to reduce those risks in selected areas of the Borrower’s territory; and (iii) in case of an eligible crisis or emergency, respond promptly and effectively to it. The project comprises of five components. The first component, building the Borrower’s capacity for water security in a changing climate will strengthen the state’s capacity to manage water security risks by strengthening both Espírito Santo State integrated water resources management system (SIGERH-ES) and state coordination for protection and civil defense (CEPDEC) water resources and disaster management capacities, respectively, and fostering their better integration. It consists of following sub-components: (i) strengthening SIGERH-ES’s water resources management capacity; and (ii) strengthening CEPDEC’s disaster risk management capacity. The second component, demonstrating climate-smart integrated water security risk reduction approaches in selected basins will contribute to reduce water security risks by reducing water contamination and sediment loads as well as flood and dry season water deficits, while promoting biodiversity conservation and enhancing existing carbon sinks in soil and aboveground biomass, leading to significant climate adaptation and mitigation benefits. It consists of following sub-components: (i) expanding the support to the Reflorestar Program in selected river basins; and (ii) improving flood and drought management in priority river basins. The third component, reducing flood risk in targeted municipalities aims to reduce floods risks in targeted municipalities which have faced strong flood episodes over the past few years. The fourth component, project management aims to strengthen the borrower’s capacity to carry out project activities, including fiduciary, technical, environmental, and social, and monitoring and evaluation (M and E) aspects. The fifth component, contingent emergency response component (CERC) will support the State of Espírito Santo, following an eligible crisis or emergency, to respond to emergency situations associated with hydrological events.",0.8803817,0.7876772,0.08806314
P145391,2015,0.0,0.0,0.0,Studies for Sustainable Flood Management The project development objective is to prepare a priority project that aims to improve flood management and resilience in the Greater Metro Manila Area. The development objective of the Studies for Sustainable Flood Management Project for Philippines is to prepare priority projects that aim to improve flood management and resilience in the Greater Metro Manila area. The project comprises of two components. The first component is preparation of feasibility and design studies for priority flood management infrastructure. The second component is project management and administration. Operational expenses for department of public works and highways (DPWH) will be financed to manage the implementation of the grant and monitor the consultants and the outputs of the services.,0.0021312386,0.012293112,0.0047444142
P122694,2013,0.07,0.0,0.07,"Environmental Land Management and Rural Livelihoods Project The overall Project Development Objective (PDO) and Global Environmental Objective (GEO) is to enable rural people to increase their productive assets in ways that improve natural resource management and resilience to climate change in selected climate vulnerablesites The objective of the Environmental Land Management and Rural Livelihoods Project for Tajikistan is to enable rural people to increase their productive assets in ways that improve natural resource management and resilience to climate change in selected climate vulnerable sites. The project has 3 components. (1) Rural production and land resource management investments component will provide financing in the form of small grants for subcomponents: 1.1. Sustainable village-based rural production and land resource management, and grants for the management plans under sub-component 1.2. Larger-scale initiatives in sustainable community land management. (2) Knowledge management and institutional support component will provide facilitation services and technical and institutional support for rural populations to plan, implement and manage rural investments. Relevant data collection and analysis, and information exchange for wider adoption of sustainable land management will also be supported. (3) Project management and coordination component will finance the operating costs of an Implementation Group (IG) within the Committee for Environmental Protection (CEP) to carry out project management functions.",0.09147541,0.009311203,0.06888624
P178339,2023,0.08,0.01,0.08,"Progestão Mato Grosso: Public Sector Management Efficiency Improve efficiency in public resource management in selected departments of the State of Mato Grosso. The development objective of Progestão Mato Grosso: Public Sector Management Efficiency Project for Brazil is to improve efficiency in public resource management in selected departments of the State of Mato Grosso. This project has three components. 1) The first component, Whole-of-Government Management Systems, has the following sub-components: (i) Human Resource Management; (ii) Pensions Management; (iii) Public Procurement; (iv) Public Investment Management and Budgeting; and (v) Asset Management. 2) The second component, Management Systems in Strategic Sectors, has the following sub-components: (i) Health, State Secretariat of Health (SES); and (ii) Social Assistance, State Secretariat of Social Assistance and Citizenship (SETASC). 3) The third component, Project and Change Management, has the following sub-components: (i) Project Management Unit, State Secretariat of Finance (SEFAZ); and (ii) Change Management SEFAZ.",0.08179773,0.0129950605,0.07702632
P179599,2024,0.05,0.05,0.0,"Pacific Islands Regional Oceanscape Program - Second Phase for Economic Resilience: Tuvalu The Development Objective of the Series of Projects is to strengthen the shared management of selected Pacific Island oceanic and coastal fisheries, and the critical habitats upon which they depend.

For Tuvalu’s second phase’s project (“Tuvalu PROPER”), the proposed Project Development Objective (PDO) is to strengthen regional collaboration and national capacity for the management and the sustainable development of the oceanic and coastal fisheries sector in Tuvalu. The objective of the Pacific Islands Regional Oceanscape Program-Second Phase for Economic Resilience Project is to strengthen regional collaboration and national capacity for the management and the sustainable development of the oceanic and coastal fisheries sector in Tuvalu. There are four components to the project, the first component being strengthening policy and institutions. This component will provide institutional support to the national fisheries program, thereby enabling better regional, national, and subnational fisheries management and development. This component includes three subcomponents: technical assistance to support the tfd transition into the TFA, meeting Tuvalu’s flag and port state responsibilities, and strengthening seafood safety standards. The second component is the strengthening Regional Collaboration and National Capacity for Oceanic Fisheries. This component includes two subcomponents: consolidating oceanic fisheries management and harnessing of oceanic fisheries. The third component is the strengthening regional collaboration and national capacity for coastal fisheries. This component includes two subcomponents: strengthening coastal fisheries monitoring and management and developing research and small-scale aquaculture. Finally, the fourth component is the project management. This component will finance the day-to-day management and implementation of the project, including but not limited to consultancy costs for financial management (FM), procurement administration, monitoring and evaluation, management of environmental and social (E&S) risks, costs of information and communication technology (ICT) equipment, citizen engagement activities, and reimbursement of project preparation costs.",0.04956542,0.042431418,0.002609797
P152018,2015,0.0,0.0,0.0,"Floods Emergency Recovery Project The Project Development Objective (PDO) is to:  (i) help restore power system capability to reliably meet domestic demand; (ii) protect livelihoods of farmers in the flood affected areas; (iii) protect people and assets from floods; and (iv) improve the Borrower’s capacity to respond effectively to disasters. The Floods Emergency Recovery Project of Serbia has an objective to: (i) help restore power system capability to reliably meet domestic demand; (ii) protect livelihoods of farmers in flood affected areas; (iii) protect people and assets from floods; and (iv) improve the Borrowers capacity to respond effectively to disasters. The project consists of four components: (1) Energy Sector Support; (2) Agricultural Sector Support; (3) Flood Protection; and (4) Contingent Emergency Response. The objective of component one is to help restore power system capability to reliably meet domestic demand through power purchases, improved reliability of the distribution system and energy conservation measures, and help the restoration of strategic energy assets. Component 2 will support the ongoing Farm Incentives Program in order to protect the livelihood of farmers affected by the floods and offset their income losses. The objective of component three is to support urgent rehabilitation of flood protection and drainage control infrastructure, and strengthen the technical capacity of government agencies for improved flood prevention and management. Component four is to improve Serbias capacity to better respond to disasters. Following an adverse natural or man-made event that causes a major disaster; the Government of Serbia may request the Bank to re-allocate project funds to this component to partially cover emergency response and recovery costs. This component could also be used to channel additional funds should they become available as a result of the emergency.",-0.00026910438,0.0012591407,0.0038854475
P178157,2023,0.01,0.01,0.01,"Zanzibar Improving Quality of Basic Education Project The project will aim to improve teaching competencies and learning outcomes, and reduce the gender gap in transition rates within basic education. The development objective of the Zanzibar Improving Quality of Basic Education Project for Tanzania aims to improve teaching competencies and learning outcomes and reduce the gender gap in transition rates within basic education. The project comprises of four components. The first component, strengthen teacher effectiveness aims to strengthen content-knowledge and pedagogical skills of pre-service and in-service primary and lower secondary teachers, especially in the core areas of English, Mathematics and Sciences. It consists of following sub-components: (i) teacher competencies and skills; (ii) digital content and digital skills; and (iii) pre-service teacher training. The second component, strengthen teacher support aims to strengthen core parts of the education ecosystem that support teachers and teaching practices in the classroom. It consists of following sub-components: (i) inspectorate reform; (ii) large-scale assessment; (iii) teaching and learning materials; and (iv) data systems strengthening. The third component, support conducive learning environments aims to improve the learning environment in the most underserved areas by reducing class sizes and building schools which are closer to communities. It consists of following sub-components: (i) targeted school construction; and (ii) boys and girls’ science and leadership program. The fourth component, strengthen systems and support project management aims to strengthen capacity and systems at all levels to support the effective achievement of project results while adhering to corporate safeguards and requirements, including those pertaining to fiduciary functions and monitoring, reporting and evaluation. It consists of following sub-components: (i) capacity building for effective sector and reform management; (ii) teacher reforms; and (iii) project management, monitoring, and evaluation.",0.007052992,0.010066647,0.0018140627
P144637,2016,0.0,0.0,0.0,"Community Development Program Support Project-Phase III  The development objective of phase 3 (PNDP III) is to strengthen local public finance management and participatory development processes in communes for the delivery of quality and sustainable social and economic infrastructure. 
 The development objective of the Third Phase of the Community Development Program Support Project for Cameroon is to strengthen local public finance management and participatory development processes in communes for the delivery of quality and sustainable social and economic infrastructure. The project comprises of three components. The first component, local development support will ensure equity, the project authorities will allocate funds to communes annually, using criteria agreed upon beforehand and only investments not supported by other projects and programs will be eligible for project financing. It consists of following two sub-components: (i) local development investments for communes; and (ii) targeted investments for the poorest and vulnerable populations in the Adamaoua, North, far north and eastern regions. The second component, support to the decentralization process will seek to facilitate the sustainability of the programme national de développement participatif (national community development program) (PNDP's) benefits and strengthen the capacity of institutions that support the decentralization process. It consists of following three sub-components: (i) institutional support to the decentralization process; (ii) capacity building; and (iii) local public financial management system. The third component, project coordination, management, monitoring and evaluation, and communication will finance project coordination, administrative, technical, and financial management of the project, monitoring and evaluation (M and E), and communication and dissemination activities.",0.002663553,-0.0125020575,0.008821847
P161386,2019,0.15,0.09,0.07,"Higher Education Development in Pakistan To support research excellence in strategic sectors of the economy, improve teaching and learning and strengthen governance, in the higher education sector. The development objective of Higher Education Development Project for Pakistan is to support research excellence in strategic sectors of the economy, improve teaching and learning and strengthen governance, in the higher education sector. This project has five components. 1) The first component, Nurturing Academic Excellence in Strategic Sectors, aims to help promote relevant and cutting-edge research in universities in Pakistan, with a focus on specific strategic sectors for the country’s socioeconomic progress. It has the following subcomponents: (i) Promoting Innovative and Relevant Research; (ii) Encouraging Entrepreneurship and Self-employment; and (iii) Local Challenge Funds. 2) The second component, Supporting Decentralized Higher Education Institutes for Improved Teaching and Learning, aims to improve the quality of education delivered by Tier 2 universities and Affiliated colleges (ACs). It has the following subcomponents: (i) Strengthening the Affiliation System; (ii) Bringing Education in Affiliated Colleges and Affiliating Universities in line with International Best Practices; (iii) Improving the relevance of ACs to support the local socio-economic landscape; and (iv) Connecting Affiliated Colleges to Pakistan Education and Research Network (PERN). 3) The third component, Equipping Students and Higher Education Institutions with Modern Technology, aims to leverage technology to improve the teaching, learning and research environment in Pakistan.  It has the following subcomponents: (i) Improving the policy environment for ICT use; (ii) Enhancing PERN Activities; and (iii) Expanding PERN Vertically. 4) The fourth component, Higher Education Management Information System and Data Driven Services, aims to improve the collection and use of data for national level policy-decisions, while automating business processes in higher education institutions.  It has the following subcomponents: (i) Higher Education Commission (HEC’s) Data Repository; and (ii) Digitization of University Administration. 5) The fifth component, Capacity Building through Partnerships, Project Management, Monitoring and Evaluation, aims to support HEC in strengthening its core functions of regulation, capacity building, and funding of Pakistan’s higher education sector through strategic and targeted Technical Assistance (TA).",0.15195881,0.09133412,0.063288316
P181341,2024,1.0,0.05,0.95,"Accelerating Sustainable and Clean Energy Access Transformation in SOMALIA The PDO is to increase access to sustainable and clean energy through private sector participation in Somalia The objective of the Accelerating Sustainable and Clean Energy Access Transformation Program using the Multiphase Programmatic Approach Project, to which participating countries and regional institutions will contribute, is to increase access to sustainable and clean energy in Eastern and Southern African countries. There are five components to the project, the first component being Digital Monitoring, Reporting, and Verification (D-MRV) platforms for energy access and climate finance. The second component is the Project Preparation Facility (PPF). This component includes three subcomponents: Project development support to national agencies, Cross-border solutions, and Support to private-sector DRE and clean cooking companies. The third component is the advisory support facility. This component will support participating countries on strengthening the policy and regulatory environment for energy access. The fourth component is the knowledge exchange, skills development, consumer engagement, convening and partnerships. This component will build data, knowledge, and skills for energy-access planners, funders, and providers, as well as their current and prospective employees and energy-access consumers. Finally, the fifth component is the project management and capacity-building support to the COMESA Project implementation unit. This component will provide the COMESA PIU specific support for building capacity to implement and monitor activities under the regional Platform and strengthen capacities in specific areas, including DRE, E&S, and gender.",0.98066294,0.04629872,0.93552583
