id,fiscalyear,Climate change,Climate adaptation,Climate mitigation,text,pred,pred_a,pred_m
P144140,2014,0.0,0.0,0.0,"GH eTransform Ghana The Project Development Objective of the eTransform Project is to improve the efficiency and coverage of government service delivery using ICT. The development objective of the e-Transform Project for Ghana is to improve the efficiency and coverage of government service delivery using information and communication technologies (ICT). The project has four components. The first component is enabling environment for electronic government and business. This component will support policies, laws, regulations, and institutional capacity building to stimulate supply and demand of electronic services with the help of a transparent, secure, and open environment, and will include revisions to the existing laws and regulations as may be necessary. It has following three sub-components: (i) storage, protection, and, opening up of government data; (ii) support for innovation centers for entrepreneurship and job creation; and (iii) institutional capacity building for policy and regulatory institutions. The second component is support for upgrading national identification system and online verification services. This component will provide support to develop a robust national identification system based on international standards to help prepare Ghana for a modern e-commerce industry, improved e-government services, and alleviate poverty. It has following two sub-components: (a) support for a national electronic identification (e-ID) system; and (b) support for digitization and integration of digital identity and verification systems into user agency operations. The third component is scale up of applications to improve service delivery in priority sectors. This component will be used to support use of ICT to improve quality and reach of services in the health and education sectors where the Government of Ghana is lagging in achieving millennium development goal (MDG), as well as to complete key e-applications currently being implemented under e-Ghana project. It has following four sub-components: (i) support for integrated e-health system in Ghana; (ii) teachers' network, educational portal, and capacity building; (iii) support for e-services; and (iv) support for existing e-applications. The fourth component is project management support. This component will support the implementation team for the overall project coordination and management, and will provide communication, procurement, financial management, and monitoring and evaluation (M and E).",0.0027503583,-0.04420304,0.001474412
P151224,2017,0.0,0.0,0.0,"Second Water Sector Institutional Development Project The Project Development Objective is to strengthen the institutional capacity of selected water sector agencies and increase water service coverage in target cities. The objective of the Second Water Sector Institutional Development Project for Angola is to strengthen the institutional capacity of selected water sector agencies and increase water service coverage in target cities. There are four components to the project, the first component being water supply institutional strengthening and capacity development. This component aims to strengthen the institutional framework for the water and sanitation sector and build capacity at the Borrower's water and sanitation agencies at both national and provincial levels, through the provision of technical assistance and operational support for the strengthening of PWSUs' management capacities and customer services, including the provision of performance payments based on the achievement of key performance targets. The second component is the water resources management. This component aims to support the strengthening of the institutional framework for water resource management through the provision of support for the design and implementation of an information management system for INRH, including specifications of hardware and software needed. The third component is the rehabilitation and expansion of water supply production and distribution. This component is to support the PWSUs in the development of priority infrastructure to expand system capacity, to increase service coverage and quality, and to improve the operating efficiency of the production and distribution systems in target cities through the rehabilitation and expansion of production facilities, including: (i) the carrying out of civil and electro-mechanical works to improve water production in target cities required to support expanding service coverage; (ii) expansion and refurbishment of well fields and intake facilities, as well as expansion and refurbishment of water treatment facilities; and (iii) construction of clear-water storage tanks and the rehabilitation and expansion of transmission infrastructure, including new pipelines, pump stations, telemetry/SCADA, and associated fittings. Finally, the fourth component is the management and engineering support. This component provides goods, operational costs, engineering support, training and technical assistance for Project management, technical oversight, financial management, monitoring and evaluation, implementation of social and environmental safeguards, as well as other investments in the water sector, including: (a) the carrying out of engineering and other technical studies; (b) the design and supervision of works and performance contracts; (c) support for community consultation and communication activities; and (d) the update of sanitation master plans in the capital cities of eight provinces, including stakeholder consultative processes.",0.21000922,0.16394648,0.08193489
P173258,2024,0.62,0.0,0.62,"Ghana Energy Sector Recovery Program The Program’s Development Objective (PDO) is to improve the financial viability of the electricity distribution sector in Ghana and to increase access to clean cooking solutions.  The development objective of Energy Sector Recovery Program (ESRP) Project for Ghana is to improve the financial viability of the electricity distribution sector in Ghana and to increase access to clean cooking solutions. The program for results (PforR) program is a subset of the government’s ESRP program and Phase 1 of the National LPG Promotion Program (NLPGPP), to reduce the power sector’s revenue gap. The PforR Program’s scope is defined by the subset of activities of the ESRP aimed at (i) reducing costs of electricity purchases through improved economic dispatch, (ii) increasing revenue collection of the distribution utilities through supporting measures for reducing electricity losses; and (iii) improving the financial management system of Electricity Company of Ghana (ECG). Specifically, this includes initiatives for providing support to implementation of performance improvement programs (PIPs) of the distribution utilities and for improving functions of Ghana Grid Company, Ltd. (GRIDCo) (both as a system operator and as a transmission asset owner). The PforR program shall have the following result areas: (i) Reduced power system costs through economic dispatch; (ii) Improved operational performance of ECG; (iii)  Improved financial management systems and processes at ECG; and (iv) Increased access to clean cooking solutions.",0.52112734,0.068821274,0.48440278
P126193,2011,0.0,0.0,0.0,"Second Phase of the APL on Strengthening Regional Cooperation for Wildlife Protection in Asia To assist the participating governments of Bhutan and others to build or enhance shared capacity, institutions, knowledge and incentives to collaborate in tackling illegal wildlife trade and other selected regional conservation threats to habitats in border areas. The objective of the Second Phase of the Adaptable Program Lending (APL) on Strengthening Regional Cooperation for Wildlife Protection in Asia Project is to assist the participating governments of Bhutan and others to build or enhance shared capacity, institutions, knowledge and incentives to collaborate in tackling illegal wildlife trade and other selected regional conservation threats to habitats in border areas. There are three components to the project, the first component being capacity building for addressing the illegal trans-boundary wildlife trade. This component aims to bring about regional harmonization and collaboration in combating wildlife crime through strengthened legislative and regulatory frameworks, well-equipped specialized agencies and systems, as well as relevant training and awareness programs for staff across the range of agencies that contribute to the enforcement of wildlife laws and regulations. The second component is the promoting wildlife conservation in Asia. Finally, the third component is the project coordination and communication. This component will focus on project coordination and communications. Since project coordination and implementation will be carried out by Wildlife Conservation Division (WCD's) regular staff, with support from Department of Forest and Park Services (DOFPS) and the Ministry of Agriculture and Forests (MOAF), funding of project coordination and operating costs will be Royal Government of Bhutan (RGOB) contribution to the project. No project funds will be used for this purpose. However, financial support to Bhutan for regional coordination is required due to the need to closely coordinate regional activities among participating countries.",0.16400144,0.07225533,0.20078479
P173315,2020,0.65,0.65,0.0,"Somalia Crisis Recovery Project To support the recovery of livelihoods and infrastructure in flood and drought affected areas and strengthen capacity for disaster preparedness nationwide
 The objective of the Crisis Recovery Project for Somalia is to support the recovery of livelihoods and infrastructure in flood and drought affected areas and strengthen capacity for disaster preparedness nationwide. The Project has five components. Component 1: Immediate basic services and livelihood support to the flood-affected states and locust-affected areas nationally through: (a) establishing a cash-for-work scheme for vulnerable households; (b) controlling the desert locus population through ground and aerial spraying operations; (c) restoring and protecting farmers’ capacity for agricultural production; (d) revitalizing basic health provisions strengthening response services; and (e) supporting household hygiene promotion and treatment. Component 2: Medium-term flood recovery to rehabilitate critical public and community infrastructure. The component will rehabilitate water and sanitation systems, health facilities, bridges, and small feeder roads. It will also support local mitigation efforts for risk reduction, such as slope protection and environmental rehabilitation. Component 3: Longer-term disaster risk preparedness will strengthen the institutional capacity and preparedness of governmental ministries agencies and departments to respond to flood and drought-related emergencies. Component 4: Project Management will strengthen the institutional capacity PIU (Project Implementation Unit) and State Project Teams for the implementation of the Project. Component 5: Contingency Emergency Response Component (CERC) will serve as a first-line financing option for an emergency response.",0.59656936,0.6177235,-0.056849185
P168713,2020,0.27,0.0,0.27,"Second Inclusive Growth Programmatic DPF The Development Objectives of the operation are (i) strengthening the foundation for private sector led growth, and (ii) strengthening the social safety net and enhance fiscal equity The development objectives of Second Inclusive Growth Programmatic Development Policy Loan Project for Argentina are (i) strengthen the foundations for private sector-led growth (Pillar 1), and (ii) strengthen the social safety net and enhance fiscal equity (Pillar 2). The focus areas of the DPF the foundations for private sector-led growth and strengthening the social safety net have become more important in the current circumstances. The DPF series supports the continuation of the government’s effort to lay the foundation for eventual private sector recovery and growth through measures that reduce policy distortions that act as barriers to private sector activity. This includes actions to promote competition, reduce the costs of intermediate inputs or capital goods and the red tape associated with doing business, while encouraging private investment in infrastructure, including the exploitation of renewable energy. Productivity growth in Argentina has been very low over recent decades in an economic setting marked by macroeconomic and policy volatility.",0.055996608,0.016554054,0.0661611
P143914,2014,0.0,0.0,0.0,"GABON - SUSTAINABLE MANAGEMENT OF CRITICAL WETLANDS ECOSYSTEMS The Development Objective of the proposed operation is to enhance protection of biodiversity in selected forested wetlands on the Ramsar list through knowledge creation and development of conservation measures for sustainable wetlands management. The objective of the Sustainable Management of Critical Wetlands Project for Gabon is to enhance protection of biodiversity in selected forested wetlands on the Ramsar list through knowledge creation and development of conservation measures for sustainable wetlands management. There are four components to the project, the first component being generating knowledge and monitoring selected critical wetland ecosystems. This component will generate knowledge on wetlands in Gabon and set up a reliable monitoring system to produce early warnings on potential alterations of wetland ecosystems. The second component is the support for sustainable management of selected critical wetland ecosystems. The third component is the strengthening institutional framework to support wetlands management. This component will establish an institutional framework favorable to the sustainable management of the Wetlands of International Importance (used interchangeably with 'Ramsar wetlands') WII in Gabon at both the national and local levels. Finally, the fourth component is the project management, monitoring, and evaluation (M&E). This component supports the overall daily administration of the project to ensure that regular M&E is carried out and that results are fed back into decision making on project implementation.",0.35100636,0.1078388,0.21497677
P180008,2023,0.5,0.5,0.0,"Sindh Flood Emergency Housing Reconstruction Project To deliver beneficiary-driven, multi-hazard resilient reconstruction of core housing units affected by the 2022 floods in selected districts of Sindh. The development objective of the Sindh Flood Emergency Housing Reconstruction Project for Pakistan is to deliver beneficiary‐driven, multi‐hazard resilient reconstruction of core housing units affected by the 2022 floods in selected districts of Sindh. The project comprises of three components. The first component, housing reconstruction grants will support the provision of housing reconstruction grants to beneficiaries for reconstruction and or restoration of a core housing unit. The second component, institutional strengthening and technical assistance consists of following sub-components: (i) detailed damage assessment and eligibility verification survey; (ii) provision of technical assistance for the project implementing entity’s reconstruction program; and (iii) provision of implementation support through implementation partners. The third component, project management and implementation support entails provision of support for the management and implementation of the project, including the establishment and operationalization of an empowered implementation agency and a grievance redressal mechanism.",0.41056883,0.35461476,0.078582734
P166941,2019,0.2,0.11,0.1,"Accelerating Private Investment in Agriculture Program The Program Development Objective is to alleviate select constraints to increased participation of the private sector, in particular small and medium-sized enterprises (SMEs), in agricultural input and output markets, and support the recovery of agricultural production in Ukraine affected by the war. The development objective of the  Accelerating Private Investment in Agriculture Program Project for Ukraine is to alleviate select constraints to increased participation of the private sector, in particular small and medium-sized enterprises (SMEs), in agricultural input and output markets of Ukraine. The proposed Program for Results (PforR) is fully aligned with the World Bank Group Country Partnership Framework (CPF) for Ukraine FY2017–2021. The Program contributes to the CPF’s cross-cutting theme of better governance and anticorruption. The Program contributes to the CPF’s focus on addressing climate change. The Program supports the World Bank Group’s corporate priority of maximizing finance for development (MFD).The Government Strategy and Action Plan for Leveraging Private Investment in Agriculture (GSAP) sets forth a broad range of measures to mobilize private investment in the agriculture and agribusiness sectors. The GSAP comprises the following components: (a) guaranteeing the stability, predictability, and transparency of agricultural policy and the state support system; (b) stimulating diversification in agricultural production and promoting integrated development of rural areas; (c) strengthening the capacity of the national food safety system; (d) improving the efficient use of available infrastructure for storage and transportation of agri-food products, creating a stable climate for investments in infrastructure and logistics; (e) improving tenure security, value, and transparency of the use of state agricultural land; (f) improving water resource management and user-led irrigation service delivery; (g) creating preconditions for improved access to agricultural inputs for all types of agricultural producers; and (h) improving access to finance and risk management instruments for all stakeholders using EU and international best practices. The Program will further support the state support reform process and will support Ministry of Agrarian Policy and Food (MAPF) in implementing a set of key actions to improve the transparency, efficiency and targeting of state support. The expected benefits will be: (a) strengthened capacity of MAPF to evaluate policy instruments from the standpoint of efficiency, effectiveness, and equity (including through KPIs); (b) improved transparency of state support to agriculture; (c) improved awareness and application rates by small and medium agricultural producers for state support; (d) improved statistical information on agricultural producers; and (e) improved alignment of the state support system with EU requirements and practices.",0.24301961,0.1288516,0.12894587
P179079,2023,0.43,0.12,0.31,"First Green and Climate Resilient Development Credit To support the Government of Bangladesh to transition to green and climate resilient development by (i) enhancing public planning, financing, and delivery of green and climate resilient interventions; and (ii) promoting key sector reforms for greener and more efficient production and services. The development objective of the First Green and Climate Resilient Development Credit for Bangladesh is to support the Government of Bangladesh to transition to green and climate resilient development by: (i) enhancing public planning, financing, and delivery of green and climate resilient interventions; and (ii) promoting key sector reforms for greener and more efficient production and services. Framed around two pillars, the development policy credit (DPC) series supports structural reforms to: (i) enhance public planning, financing, and delivery of green and climate resilient (GCR) interventions; and (ii) promote key sector reforms for greener and more efficient production and services. This DPC series complements the parallel recovery and resilience DPC series, which has supported reforms to sustain growth in the post COVID-19 recovery and enhance resilience to future shocks. The reform program supported under this DPC series operationalizes key policy recommendations from the recently completed country climate and development report (CCDR), and promotes the World Bank Group’s green, resilient, and inclusive development (GRID) approach in Bangladesh.",0.7887378,0.3414986,0.47321048
P175640,2022,0.13,0.0,0.13,"Moldova Emergency Response, Resilience, and Competitiveness DPO The DPO aims to (i) mitigate the impact of the war in Ukraine on refugees and households; and (ii) build resilience and enhance competitiveness to reduce vulnerabilities to future shocks. The development objective of the Emergency Response, Resilience and Competitiveness Development Policy Operation in Moldova supports Moldova’s efforts to respond to unprecedented challenges, while maintaining momentum on the long-term agenda of building resilience and enhancing competitiveness. Pillar 1 mitigates the impact of the war in Ukraine on refugees and households. The integration of refugees from Ukraine is important not only from a solidarity standpoint but for social cohesion in the host communities and economic resilience, given Moldova’s aging population.  In this context, measures supported in Prior Action 1 (PA1) grant Ukrainian citizens the right to work in Moldova without the need to follow standard procedure for foreigners, while PA2 grants school-age refugees from Ukraine access to schools. Moreover, to mitigate the immediate impact of higher energy prices, PA3 supports an increase in the cold season benefit and expands the coverage of vulnerable families, while improving the design of the main social assistance program for future shocks. Pillar 2 builds resilience and enhances competitiveness to reduce vulnerabilities to future shocks. The 2021 SCD Update highlights the urgent need to build resilience and preparedness to mitigate the socio-economic consequences of shocks, and the need to enhance private sector competitiveness and economic diversification through the improvement of the environment to become more conducive to productivity, growth, and job creation. In this context, PA4 supports the increase of the capacity of renewable energy generation, including sustainable biofuels and biogas. PA5 supports the strengthening of the regulatory framework of the private insurance industry to rebuild trust in the industry by households and firms that need help to be better protected from unexpected shocks. PA6 supports the measures to establish the National Fund for Regional and Local Development to provide more efficient, effective, and transparent support to infrastructure projects, including in the critical areas of water and sanitation. PA7 supports the reorganization of the railway sector to play an increasing role in successfully integrating firms, consumers, inputs, and goods within the country with regional and global markets in a more sustainable manner. Also strategically supporting Moldova’s competitiveness in an era of rapid digitalization, as witnessed during the pandemic, PA8 supports the digitalization of public services to contribute not only to competitiveness by reducing the cost of dealing with public administration but also by reducing spatial disparities in public service delivery.",0.3748394,0.07643279,0.36850563
P160570,2017,0.1,0.0,0.1,"Grain Storage and Information for Agricultural Competitiveness Improve access to grain storage and information for agricultural producers in Mexico The objective of the Grain Storage and Information for Agricultural Competitiveness Project for Mexico is to improve access to grain storage and information for agricultural producers in Mexico. There are three components to the project, the first component being grain storage infrastructure and operation. The purpose of the activities is to improve the grain storage infrastructure and strengthen the capacity for the operation and application of grain quality norms and standards, through: the provision of support for the carrying out of Grain Storage Subprojects in Selected States consisting of the following activities, including: (a) the rehabilitation and/or upgrading of existing grain storage facilities, including collection and trade centers, and purchase and installation of required equipment; and/or (b) the construction of new grain storage facilities, including collection and trade centers, an purchase and installation of required equipment. The second component is the information for grain management, markets and monitoring. This component includes provision of support for: (i) the development, operation and maintenance of an information system for grain markets and management, including data collection and integration, and the carrying out of related capacity building activities on the use of said system and data collection; and (ii) the carrying out of dissemination activities to promote the use of the information system.",0.18200126,0.093865685,0.14353254
P101336,2011,0.0,0.0,0.0,"Strengthening Statistical Capacity and Informational Base for Evidence-Based Planning The project development objective is to strengthen the statistical capacity and improve the informational base of the Recipient, in order to provide quality information, as defined by its reliability, timeliness, accuracy and representativeness with the level ofdisaggregation necessary to support systems for planning, designing, monitoring and evaluating public programs and policies. The project development objective of the Bolivia Strengthening Statistical Capacity and the Informational Base for Evidence-Based Planning Project is to strengthen the statistical capacity and improve the informational base of the Recipient, in order to provide quality information, as defined by its reliability, timeliness, accuracy and representativeness with the level of  disaggregation necessary to support systems for planning, designing, monitoring and evaluating public programs and policies. The project consists of four components - Component 1: Updating of the Multi-Purpose Cartography (US$14.8 million): The provision of support in relation to the modernization of the multi-purpose cartography in the Recipient's territory including, in connection therewith,: (i) the update of the cartography of the Recipient's territory; and (ii) the integration of the updated cartographic material into the Recipient's geographic information system. Component 2: National Agricultural Census (US$13.2 million): The carrying out of precensus, census and post-census activities in the context of the Recipient's national agricultural and livestock census. Component 3: National Population and Housing Census (US$20.6 million): The carrying out of pre-census, census and post-census activities in the context of the Recipient's National Population and Housing Census. Component 4: Continuous Household Survey (US$1.4 million): The provision of support to: (i) develop a new methodology that would maintain the comparability with previous surveys in the Recipient's territory; (ii) expand the sample size to be representative of the departments and the largest cities in the Recipient's territory; and (iii) collect and process the information of the survey.",0.09905827,0.0713718,0.08900003
P160667,2017,0.0,0.0,0.0,FIRST IMPROVED GOVERNANCE OF PUBLIC RESOURCES AND NUTRITION The Program Development Objective is to support the Government's efforts to: (i) enhance the policy and institutional framework to address primary health care deficiencies and chronic malnutrition; and (ii) strengthen the regulatory and institutional framework toimprove governance of public resources and accountability. The development objective of the First Programmatic Improved Governance of Public Resources and Nutrition Development Policy Financing (DPF) Program Project for Guatemala is to support the government’s efforts to: (i) enhance the policy and institutional framework to address primary health care deficiencies and chronic malnutrition; and (ii) strengthen the regulatory and institutional framework to improve governance of public resources and accountability. The program supports following pillars: pillar one: enhancing the policy and institutional framework to address primary health care deficiencies and chronic malnutrition; and pillar two: strengthening the regulatory and institutional framework to improve governance of public resources and accountability.,0.097727075,0.07493641,0.020835131
P123196,2012,0.0,0.0,0.0,"LR-RRSP4 Budget Support The objectives of the proposed RRSPIV are to support government-owned ongoing reforms to strengthen governance and improve the environment for private sector-led inclusive growth. More specifically, the RRSPIV focuses on: (i) improving the capacity for and transparency of public procurement; (ii) improving internal control procedures and the capacity for internal audit; (iii) improving revenue administration and (iv) improving land administration to reduce conflicts and enhance the investment climate. The objective of the Fourth Re-engagement and Reform Support Program for Liberia is to support government-owned ongoing reforms to strengthen governance and improve the environment for private sector-led, inclusive growth. Poor governance and nearly fifteen years of brutal conflict destroyed lives, key institutions, infrastructure, and grounded the Liberian economy to a halt. Schools and hospitals were damaged or destroyed and key social services were severely disrupted. Major infrastructure including roads, railroads, electricity generation and transmission, potable water and sewage facilities were utterly destroyed. The origin of the conflict is largely blamed on the exclusion and marginalization of a large part of the Liberia population from political power and the economic wealth from the country's natural resources. Poor economic governance and weak public financial management in particular allowed public resources to be utilized for the benefit a small group of political elite which heightened inequality and social instability. The country is now at an inflection point, moving from the transitional post-conflict recovery phase to laying the foundations for long-term development. The government's main focus is on: (i) strengthening governance moving beyond moving beyond the transitional Governance and Economic Management Assisted Program (GEMAP) which ended at Heavily Indebted Poor Countries (HIPC) completion point in June 2010 to establishing and sustaining institutions and systems to address endemic corruption and secure the rule of law; (ii) promoting and sustaining broad-based economic growth getting major transport corridors functioning to open up trade and commerce, revitalizing agriculture to ensure job creation; (iii) rebuilding infrastructure ensure the delivery of basic services and improve the environment for investment; and (iv) rebuilding capacity in the public service to ensure effective delivery of key social services including health and education. The strong post-conflict recovery continued into 2008 but the global crisis towards the end of 2008 through most of 2009 created substantial challenges for Liberia's fledgling economy. At the macro level, the global crisis resulted in a much weaker economy than envisaged under the government's Poverty Reduction Strategy (PRS) framework.",0.015255839,-0.010071324,-0.0061040437
P170561,2021,0.09,0.05,0.04,"Secondary Education and Skills Development Project Increase equitable access to quality general secondary education and market-relevant skills development programs, with a focus on girls The objective of the Secondary Education and Skills Development Project for Cameroon is to increase equitable access to quality general secondary education and market-relevant skills development programs, with a focus on girls. The Project has four components. 1. Support to general secondary education sector component will focus on systemwide interventions and those that are focused on a selected number of targeted schools. 1.1. Improving the quality of the learning environment in general secondary education subcomponent will support Ministry of Secondary Education (MINESEC) to promote and monitor standards critical for improving the learning environment in key thematic areas. 1.2. Strengthening the capacity of head teachers and new teachers subcomponent t will support the Government to (a) reinforce head teachers’ capacity to become instructional leaders and coaches at the school level and (b) introduce an innovative on-boarding program for new teachers. 2. Support to skills development sector component has the following subcomponents. 2.1. Improving the quality and relevance of skills development programs subcomponent will incentivize the Government to use a new approach in training program development and to involve employers throughout the chain of training programs development and delivery. 2.2. Expanding access to market-relevant skills development programs subcomponent will finance the implementation of a competitive skills development fund (SDF). The SDF will have three windows, catering to different target groups. 2.3. Strengthening the institutional capacity of the skills development system subcomponent will support the Government in implementing critical reforms in management of the skills development sector. 3. Project management and technical assistance component has the following subcomponents. 3.1. Project coordination and V (M and E) subcomponent will support the Project Coordination Unit (PCU), M and E activities, and capacity building activities associated with the implementation of the project. 3.2. Technical assistance subcomponent will cover specific TA and capacity-building needs for project implementation, and M and E. 4. Contingent emergency response component (CERC) will allow for rapid reallocation of project proceeds in the event of a future natural or man-made disaster or crisis that has caused or is imminently likely to cause a major adverse economic and/or social impact.",0.06808633,0.01355419,0.016819008
P171742,2021,0.99,0.03,0.97,"Access to Distributed Electricity and Lighting in Ethiopia (ADELE) The development objective is to increase access to reliable electricity for households, social institutions, and enterprises in Ethiopia. The development objective of the Access to Distributed Electricity and Lighting in Ethiopia (ADELE) Project for Ethiopia is to increase access to reliable electricity for households, social institutions, and enterprises in Ethiopia. The project comprises of five components. The first component, network strengthening for improved reliability of supply in urban areas will improve the reliability of supply in Addis Ababa and 10 other regional capitals and selected zonal towns, where deficiencies in availability, quality, and reliability of supply remain a challenge. The second component, solar-hybrid mini grids for rural economic development will finance the rollout of solar mini-grids along with battery storage and or diesel backup. It consists of following sub-components: (i) Ethiopian electric utility (EEU) - led mini-grids; and (ii) private sector-led mini-grid pilot. The third component, solar home systems for households (HHs), small-holder farmers and small businesses will expand availability and affordability of off-grid solar (OGS) systems for households, smallholder farmers, and small businesses in rural areas, with a particular focus on deep-rural and other underserved areas. It consists of following sub-components: (i) incentivizing market expansion into deep-rural areas and innovation; and (ii) access to finance to increase OGS penetration. The fourth component, standalone solar systems for health and education facilities will finance the supply and installation of stand-alone solar systems for health and education facilities identified under the national electrification program (NEP) 2.0. The fifth component, capacity building, technical assistance, and implementation support will finance various sector studies and technical assistance, capacity-building, and implementation support activities to ensure EEU, Ministry of Water, Irrigation, and Energy (MoWIE), Development Bank of Ethiopia (DBE), Ethiopian Energy Authority (EEA), the local and international private sector, cooperatives, mobile network operators, financial institutions, and other sector stakeholders have adequate technical, planning, and operational capacity to implement the electrification program. It consists of following sub-components: (i) enhancing EEU’s institutional, technical, and planning capacity; (ii) enhancing MoWIE’s monitoring and technical capacity; and (iii) enhancing the financial sector’s capacity to provide financing to the off-grid energy sector.",0.77468985,0.10077764,0.65123594
P122124,2013,0.0,0.0,0.0,"Nigeria - State Education Program Investment Project The project development objective is to strengthen the educational system by supporting: (a) need-based teacher deployment; (b) school-level management and accountability; and (c) measurement of student learning in the Participating States. The development objective of the State Education Program Investment Project for Nigeria is to support: (a) need-based teacher deployment; (b) school-level management and accountability; and (c) measurement of student learning in Participating States. The project has two components. First component is results-based support to education sector reform program (US$125.0 million). The aim of this component is to support participating state governments program priorities through selected disbursement-linked indicators focusing on the achievement of tangible and measurable results over the project period as follows: (a) improving teacher effectiveness through better deployment, based on needs, including: (i) deployment to hard-to staff schools; and (ii) deployment in core subject areas (English Language, Mathematics, Physics, Chemistry and Biology); (b) improving regular measurement of student achievement; (c) strengthening school-based management committees participation and capacity for supporting school management and accountability; and (d) supporting stronger partnerships with the private sector to improve the relevance of technical and vocational schools, with emphasis on skills for employment. The second component is technical assistance (US$25.0 million). The objective of this component is to provide technical assistance channeled through two levels: (a) state level (US$20 million)- supporting participating states towards achievement of Disbursement-linked Indicators (DLIs), and the associated institutional capacity strengthening; and (b) federal level (US$5 million)- supporting the Federal Ministry of Education (FMOE) and Universal Basic Education Commission (UBEC) in overall project coordination and in providing the enabling environment in line with national policies, and in ensuring sustainability and scaling-up of successful activities in other potential states, for instance in Edo state.",-0.00879766,-0.055401523,-0.03643985
P179345,2023,0.95,0.25,0.7,"Türkiye Climate Resilient Forests Project The Project Development Objectives are to strengthen institutional capacity for integrated fire management and to increase resilience of forests and people to wildfires in targeted areas of Türkiye, and to respond promptly and effectively in the event of an Eligible Crisis or Emergency. The development objectives of the Climate Resilient Forests Project for Türkiye are to strengthen institutional capacity for integrated fire management and to increase resilience of forests and people to wildfires in targeted areas of Türkiye, and to respond promptly and effectively in the event of an eligible crisis or emergency. The project comprises of four components. The first component, strengthening institutions and society for wildfire and forest resilience objective is to apply review and analysis and readiness to make society, institutions, and forests better prepared for more frequent and severe wildfires that are exacerbated by climate change, through review and revision (as appropriate) of policy and regulations, institutional strengthening and coordination, training and capacity building, and research and technology development. It consists of following sub-components: (i) strengthening the institutional framework for integrated fire management (IFM) through review and analysis; and (ii) increasing readiness for IFM through technology and capacity building. The second component, investments in climate resilient forests in targeted areas will support investments in climate resilient forests aimed at reducing risk, enhancing response capacity, and restoring landscapes affected by wildfires in targeted areas using a balanced approach between prevention and suppression. It consists of following sub-components: (i) scaling-up wildfire risk reduction; (ii) strengthening operational systems for response; and (iii) resilient recovery of landscapes and livelihoods affected by wildfires. The third component, project management, monitoring and evaluation will support incremental operating costs and other eligible expenses to ensure effective and efficient project implementation. The fourth component, contingent emergency response component (CERC) will allow the Government of Türkiye to respond promptly and effectively to an eligible emergency or crisis, that is a natural or humanmade disaster or crisis that has caused or is likely to imminently cause a major adverse economic and or social impact by requesting a rapid reallocation of project funds.",0.9251723,0.62584347,0.32645756
P164665,2019,0.0,0.0,0.0,"Public Sector Reform for Results Project The objective of the project is to improve efficiency and accountability in the delivery of selected services by Selected Entities. The development objective of the Public Sector Reform for Results Project for Ghana is to improve efficiency and accountability in the delivery of selected services by selected entities. The project comprises of four components. The first component, strengthening organizational performance addresses two key problems relating to organizational performance: (i) low levels of organizational performance; and (ii) the challenge of strengthening organizations to achieve targeted results. It consists of following sub-components: (i) office of the head of civil service (OHCS) - strengthening selected entities’ performance; (ii) public services commission (PSC) - strengthening selected entities’ performance; (iii) commission on human rights and administrative justice (CHRAJ) - strengthening the capacity of the CHRAJ’s grievance redress and complaints handling fairness in the delivery of administrative services; and (iv) implementation of national public sector reform strategy. The second component, improving efficiency, accountability, and citizen engagement in the delivery of selected services supports to improve efficiency, accountability, and citizen engagement in the delivery of selected services by selected entities. It consists of following sub-components: (i) improving efficiency in service delivery; (ii) national information technology agency (NITA) - harnessing technology for service delivery; and (iii) implementation of national public sector reform strategy. The third component, improving monitoring and evaluation (M and E) provides support to improve M and E across government. It consists of following sub-components: (i) strengthening institutional capacity for M and E; and (ii) stakeholder engagement. The fourth component will finance activities on project management, coordination, and public reporting.",0.03721162,-7.175328e-05,0.018383149
P144675,2014,0.0,0.0,0.0,"Vietnam Power Sector Reform DPO3 The objective of the Vietnam Power Sector Reform DPO program is to support the Government of Vietnam (GoV) in the design and implementation of a competitive market for electricity generation, restructuring of the power sector and reform of electricity tariff system that will facilitate effective competition, transparency and predictability; to encourage timely investment in new generation capacity; enhance power system efficiency and reliable operation, and implement pricing and programs that promote the efficient use of electricity. Accordingly, the program is designed with the following four policy areas: (i) development of competitive power market;(ii) transition to power sector restructuring suitable for market competition; (iii) electricity tariff reform; and (iv) promotion of demand side efficiency. The objective of the Third Power Sector Reform Development Policy Operation Program Project for Vietnam is to support the Government of Vietnam in the design and implementation of a competitive market for electricity generation; to restructure the power sector and reform of electricity tariff system that will facilitate effective competition, transparency, and predictability; to encourage timely investment in new generation capacity; to enhance power system efficiency and reliable operation; and to implement pricing and programs that promote the efficient use of electricity. The program is organized around four policy areas essential to the reform of Vietnam's power sector: (i) development of a competitive power market, (ii) power sector restructuring, (iii) electricity tariff reform, and (iv) improvement of demand side energy efficiency. This operation will support full implementation of the first phase reform, and establish the basis for moving ahead to the next phase.",0.15727724,-0.009975783,0.16920617
